,id,premise,hypothesis,lang_abv,language,label
2337,c6569a009b,"Porches and stoops, those symbols of a vibrant social life, stopped being used as gathering places for a rather practical reason--air conditioning.",People simply prefer to be comfortable inside rather than outdoors in the sweltering heat.,en,English,0
2340,1609f1ca5b,"Bars with views and live music include Sky Lounge in the Sheraton Hotel and Towers, Tsim Sha Tsui; and Cyrano in the Island Shangri-La in Pacific Place.",There is not much in the way of live entertainment. ,en,English,2
2341,de9f250f0b,oh thank God i've never been to Midland,Midland is a crap hole so I am glad that I have never been there. ,en,English,1
2343,400d4e90f1,The pieces are unloaded and fed into sorting machines.,They were unloaded but not sorted,en,English,2
2347,87bd9b46a7,"For example, Bruce Barton's The Man Nobody Knows , a best seller in 1925-26, portrays Jesus as the ultimate businessman."," ""The Man Nobody Knows,"" by Bruce Barton, was never a best seller.",en,English,2
2348,74e67d0c4e,He slowed.,He stopped moving so quickly.,en,English,0
2350,b8babfc166,"There's only one thing for me to do.""",I only have one thing left to do.,en,English,0
2354,0de3e870f3,That had been made by the Cadets (Constitutional Democrats) under Prince Lvov.,The Cadets made that under Prince Vlad.,en,English,2
2356,ce29466c17,it's neat when you think about how she wrote it and stuff otherwise the lyrics are kind of,I think she wrote it when she was drunk one night. ,en,English,1
2358,ec7b858757,"They look just as good as new."" They cut them carefully and ripped away the oilskin.",The oilskin would be good for several months of use.,en,English,1
2360,523e70e317,The rise of the British Empire in India had begun.,It started the rise of the British Empire in India in 1910.,en,English,1
2361,90be19ac39,"When Mr. Hastings and Mr. Lawrence came in yesterday evening, they found your mistress busy writing letters. ",Last night no one saw your mistress.,en,English,2
2364,75c37a74b8,The man shifted slightly and cut the spear out of the air.,The man moved near a flying spear. ,en,English,0
2369,4f222d4f32,Then Shuman claims that Linux provides no graphical user interface.,They made accusations about the platform.,en,English,0
2370,a1032ef667,"In research designs based on statistical inference, the criterion for establishing casuality is whether the findings are likely to have occurred by chance following appropriate comparisons to eliminate alternative interpretations.",Research designs may be based on statistical inference in different organizations. ,en,English,1
2372,3ba75d385e,"Under Deng Xiaoping, Beijing actively sought to cultivate a good bilateral relationship.",Beijing sought to create a good relationship.,en,English,0
2374,09f0ce0352,"The next morning they ate dry bread, two strips of lean meat, and two eggs fried in animal fat on a skillet of black scorched iron.",They ate breakfast that had been cooked in a cast iron pan.,en,English,0
2375,230a217448,"Both were run by editors (Paul Williams, Jann Wenner) who saw rock stars as modern poets and voices of their generation.",The editors who run them had no respect for rock stars.,en,English,2
2377,2169bd2588,Buffet and a  la carte available.,It has a buffet for lunch and dinner.,en,English,1
2379,7d52cc203f,"We're going to try something different this morning, said Jon.",Jon thought everything should stay the way it was.,en,English,2
2381,d6bc64880e,"Information is the resource-extractive industry of the next century, and the concept of intellectual property --a term that dates back 150 years--comes up when individuals or companies assert a particular claim and embody it in the form of copyrights, trademarks, and patents.",Intellectual property is a term that was developed in the last decade.,en,English,2
2383,ac86ad36c6,The category of qualifying teen-agers and women could include all recipients of welfare or other public assistance (including daughters of recipients) who are competent to give informed consent to the implant procedure.,Women who are on welfare qualify for the contraceptive implant procedure.,en,English,1
2386,26ad7b11ae,yeah so it's easy to do i'm actually interested in getting one of those kind of my wife has been talking about this in the past couple of years one of those kind of campers that pop-up so it's about uh maybe eight foot square and but only about two feet tall and when you get to where you're going it raises up and there's tenting material,I want to get one of those campers. ,en,English,0
2387,c120f0477f,"The event is the definition of a crowd pleaser, replete with appearances by the Rockettes, the Mormon Tabernacle Choir, and Santa Claus (the act isn't entirely without bite; there's also a very funny moment involving a heart attack).","If Santa Claus has a heart attack, the Rockettes will have to save Christmas.",en,English,1
2390,389a907e11,"The National Association of State Information Resource Executives (NASIRE) represents state chief information officers (CIO) and information resource executives who share a mission to shape national information technology policy through collaborative partnerships, information sharing, and knowledge transfer.",The NA SIRE does a lot of work with charities.,en,English,1
2391,b9a614d8dd,Clinton used a floor mop to clean up the dirt he had tracked onto the shiny floor of an elementary school.,Clinton tracked dirt onto the floor of a high school and left without cleaning it.,en,English,2
2392,58d7fc95db,Another White House murder mystery and a chance to bash the genre.,White House murder mystery has other works before this one.,en,English,0
2394,2ff05d6bb6,"The Report and Order, in large part, adopts the unanimous recommendations of the Hearing Aid Compatibility Negotiated Rulemaking Committee, an advisory committee established by the Federal Communications Commission in 1995.",The Federal Communications Commission has several Hearing Aid Committees.,en,English,1
2395,d074327d94,Adrin nodded.,Adrin agreed with what was said.,en,English,1
2397,0a9e0b89ab,"Eh! Monsieur Lawrence, called Poirot. ",Poirot did not call upon Monsieur Lawrence.,en,English,2
2398,1eb8647fa5,"To see how The Bell Curve tries and fails to get around these inherent problems, see and .",The Bell Curve tries to get around these problems and fails in many different ways.,en,English,1
2399,cfa65febed,TEST ORGANISMS,Test Rocks,en,English,2
2403,2131ae0331,"aChange in personal saving depends on how much of the $4,000 IRA contribution represents new saving.",The IRA contributes nothing to saving,en,English,2
2407,62fe909980,"Dublin has international restaurants galore, and the New Irish Cuisine is built upon fresh products of Ireland's seas, rivers, and farms.","Fresh products of Irelands seas, rivers, and farms are what New Irish Cuisine is built upon.  ",en,English,0
